date,sex,race,age,city,suspicion,action
2013-09-14,male,black,26,Dorchester,Reasonable Suspicion,stopped
2013-09-14,male,black,31,Roxbury,Probable Cause,stopped
2013-09-14,male,black,26,Dorchester,Probable Cause,stopped
2013-09-14,male,black,23,Roxbury,Probable Cause,observed
2013-09-14,male,black,26,Dorchester,Reasonable Suspicion,stopped
2013-09-14,male,black,24,Dorchester,Probable Cause,stopped
2013-09-14,male,black,29,Dorchester,Probable Cause,stopped
2013-09-14,male,asian,20,Dorchester,Reasonable Suspicion,stopped
2013-09-14,male,black,26,Dorchester,Reasonable Suspicion,stopped
2013-09-15,male,hispanic,19,Roslindale,Probable Cause,stopped
2013-09-15,male,white,39,South Boston,Reasonable Suspicion,stopped
2013-09-15,male,hispanic,21,Dorchester,Probable Cause,stopped
2013-09-15,male,black,14,Dorchester,Probable Cause,stopped
2013-09-15,male,black,14,Dorchester,Probable Cause,stopped
2013-09-15,male,black,14,Dorchester,Probable Cause,stopped
2013-09-15,male,black,14,Dorchester,Probable Cause,stopped
2013-09-15,male,white,44,Roxbury,Reasonable Suspicion,stopped
2013-09-16,male,white,50,East Boston,Probable Cause,stopped
2013-09-16,male,black,61,Dorchester,Probable Cause,stopped
2013-09-16,male,black,23,Dorchester,Reasonable Suspicion,observed
2013-09-17,male,hispanic,39,Boston,Consented to be Search,stopped
2013-09-17,male,white,59,South Boston,Reasonable Suspicion,observed
2013-09-17,male,black,27,Boston,Probable Cause,stopped
2013-09-17,male,black,28,Roxbury,Probable Cause,stopped
2013-09-17,male,black,21,Dorchester,Probable Cause,stopped
2013-09-17,male,black,22,Roxbury,Probable Cause,observed
2013-09-17,female,black,53,Dorchester,Probable Cause,stopped
2013-09-17,male,white,36,Boston,Reasonable Suspicion,stopped
2013-09-17,male,hispanic,34,Dorchester,Consented to be Search,stopped
2013-09-17,male,black,47,Mattapan,Probable Cause,stopped
2013-09-17,male,black,20,Dorchester,Probable Cause,stopped
2013-09-18,male,black,26,Hyde Park,Probable Cause,stopped
2013-09-18,male,black,20,Dorchester,Probable Cause,stopped
2013-09-18,male,hispanic,50,Boston,Probable Cause,stopped
2013-09-18,male,black,25,Dorchester,Reasonable Suspicion,stopped
2013-09-18,male,black,44,Boston,Probable Cause,stopped
2013-09-18,male,white,28,Hyde Park,Probable Cause,observed
2013-09-18,male,black,24,Dorchester,Reasonable Suspicion,observed
2013-09-18,male,black,17,Roxbury,Probable Cause,stopped
2013-09-18,male,black,22,Mattapan,Probable Cause,stopped
2013-09-18,male,black,22,Brighton,Probable Cause,stopped
2013-09-18,male,white,53,Dorchester,Probable Cause,observed
2013-09-18,female,black,50,Roxbury,Consented to be Search,stopped
2013-09-18,male,black,22,Brighton,Probable Cause,stopped
2013-09-18,male,white,50,Boston,Probable Cause,stopped
2013-09-18,male,white,46,Roxbury,Probable Cause,observed
2013-09-19,male,black,12,Dorchester,Probable Cause,stopped
2013-09-19,male,black,21,Roxbury,Probable Cause,stopped
2013-09-19,female,black,39,Roxbury,Reasonable Suspicion,stopped
2013-09-19,female,black,53,Dorchester,Consented to be Search,stopped
2013-09-19,female,black,17,Dorchester,Probable Cause,stopped
2013-09-19,male,hispanic,34,Boston,Probable Cause,stopped
2013-09-19,female,white,38,Boston,Reasonable Suspicion,stopped
2013-09-19,male,black,51,Dorchester,Probable Cause,stopped
2013-09-19,male,black,50,Charlestown,Probable Cause,stopped
2013-09-19,male,black,31,Dorchester,Probable Cause,stopped
2013-09-19,male,black,37,Dorchester,Reasonable Suspicion,stopped
2013-09-20,male,white,34,Dorchester,Reasonable Suspicion,stopped
2013-09-20,male,black,31,Dorchester,Probable Cause,stopped
2013-09-20,male,black,22,South Boston,Probable Cause,stopped
2013-09-20,male,black,20,Boston,Probable Cause,stopped
2013-09-20,male,black,23,Dorchester,Probable Cause,stopped
2013-09-21,male,hispanic,51,Dorchester,Probable Cause,stopped
2013-09-21,male,black,19,Dorchester,Probable Cause,stopped
2013-09-21,male,white,29,Dorchester,Reasonable Suspicion,observed
2013-09-21,male,black,25,Boston,Reasonable Suspicion,stopped
2013-09-21,male,black,24,Boston,Probable Cause,stopped
2013-09-21,male,black,18,Dorchester,Reasonable Suspicion,stopped
2013-09-21,male,black,19,Roxbury,Probable Cause,stopped
2013-09-21,male,hispanic,21,Hyde Park,Probable Cause,stopped
2013-09-21,male,white,21,East Boston,Reasonable Suspicion,stopped
2013-09-21,male,hispanic,24,Hyde Park,Probable Cause,stopped
2013-09-21,male,hispanic,59,Boston,Probable Cause,stopped
2013-09-21,male,white,49,West Roxbury,Probable Cause,stopped
2013-09-21,male,hispanic,48,Boston,Probable Cause,stopped
2013-09-22,male,black,37,Roxbury,Reasonable Suspicion,stopped
2013-09-22,male,black,30,Boston,Probable Cause,stopped
2013-09-22,male,hispanic,38,Boston,Probable Cause,stopped
2013-09-22,male,black,36,Dorchester,Probable Cause,stopped
2013-09-23,male,hispanic,67,East Boston,Probable Cause,stopped
2013-09-23,male,black,20,Dorchester,Reasonable Suspicion,stopped
2013-09-23,female,white,32,Charlestown,Probable Cause,stopped
2013-09-23,male,black,57,Dorchester,Reasonable Suspicion,stopped
2013-09-23,male,black,18,Dorchester,Reasonable Suspicion,stopped
2013-09-23,male,white,41,Boston,Probable Cause,observed
2013-09-23,male,white,29,Charlestown,Probable Cause,stopped
2013-09-23,male,black,17,Dorchester,Reasonable Suspicion,stopped
2013-09-23,male,black,25,Dorchester,Reasonable Suspicion,stopped
2013-09-23,female,white,32,North End,Probable Cause,stopped
2013-09-23,male,black,17,Dorchester,Probable Cause,stopped
2013-09-23,male,white,19,South Boston,Probable Cause,observed
2013-09-23,male,black,33,Dorchester,Probable Cause,observed
2013-09-24,male,black,44,Roxbury,Consented to be Search,stopped
2013-09-24,male,black,23,Charlestown,Probable Cause,observed
2013-09-24,male,black,23,Charlestown,Probable Cause,observed
2013-09-24,male,hispanic,55,Dorchester,Probable Cause,stopped
2013-09-24,female,white,26,East Boston,Reasonable Suspicion,observed
2013-09-24,male,black,22,Dorchester,Probable Cause,stopped
2013-09-24,male,black,58,Dorchester,Probable Cause,stopped
2013-09-24,female,black,16,Hyde Park,Probable Cause,stopped
2013-09-24,male,black,23,Dorchester,Probable Cause,stopped
2013-09-24,male,hispanic,35,Boston,Probable Cause,stopped
2013-09-24,male,asian,18,Hyde Park,Probable Cause,stopped
2013-09-24,male,black,52,Dorchester,Probable Cause,stopped
2013-09-24,male,hispanic,18,Dorchester,Probable Cause,stopped
2013-09-24,male,hispanic,37,Dorchester,Consented to be Search,stopped
2013-09-25,male,white,40,Dorchester,Probable Cause,stopped
2013-09-25,male,black,47,Mattapan,Probable Cause,stopped
2013-09-25,male,black,49,Boston,Reasonable Suspicion,stopped
2013-09-25,male,black,32,Dorchester,Probable Cause,stopped
2013-09-25,male,black,30,Mattapan,Probable Cause,stopped
2013-09-25,male,white,23,East Boston,Reasonable Suspicion,observed
2013-09-25,male,white,53,East Boston,Reasonable Suspicion,observed
2013-09-25,male,black,24,Jamaica Plain,Probable Cause,stopped
2013-09-25,male,white,37,Boston,Consented to be Search,stopped
2013-09-25,male,black,52,Dorchester,Probable Cause,stopped
2013-09-25,male,hispanic,25,Dorchester,Probable Cause,stopped
2013-09-25,male,black,30,Dorchester,Probable Cause,stopped
2013-09-26,male,hispanic,49,Dorchester,Probable Cause,stopped
2013-09-26,male,white,20,East Boston,Reasonable Suspicion,stopped
2013-09-26,male,black,41,Dorchester,Probable Cause,stopped
2013-09-26,male,black,20,Dorchester,Probable Cause,stopped
2013-09-26,male,white,29,Boston,Probable Cause,stopped
2013-09-26,male,hispanic,53,Hyde Park,Probable Cause,observed
2013-09-27,male,white,21,Boston,Reasonable Suspicion,stopped
2013-09-27,female,black,19,South Boston,Reasonable Suspicion,stopped
2013-09-27,male,black,17,South Boston,Probable Cause,stopped
2013-09-27,male,black,22,Dorchester,Probable Cause,stopped
2013-09-27,male,white,45,Jamaica Plain,Reasonable Suspicion,stopped
2013-09-27,male,hispanic,17,Dorchester,Probable Cause,stopped
2013-09-27,male,white,29,Dorchester,Probable Cause,stopped
2013-09-28,male,white,43,Boston,Probable Cause,observed
2013-09-28,male,black,17,Dorchester,Probable Cause,stopped
2013-09-28,male,black,34,Dorchester,Probable Cause,stopped
2013-09-28,male,black,20,South End,Probable Cause,stopped
2013-09-28,male,black,26,Roxbury,Reasonable Suspicion,stopped
2013-09-28,female,white,37,South Boston,Consented to be Search,stopped
2013-09-28,male,hispanic,56,Dorchester,Probable Cause,stopped
2013-09-28,male,black,21,Roxbury,Reasonable Suspicion,stopped
2013-09-28,male,black,25,Mattapan,Probable Cause,stopped
2013-09-29,male,black,21,Roxbury,Probable Cause,observed
2013-09-29,male,hispanic,21,East Boston,Probable Cause,stopped
2013-09-29,male,black,40,Roxbury,Probable Cause,stopped
2013-09-30,male,white,43,East Boston,Probable Cause,stopped
2013-09-30,male,black,19,Dorchester,Reasonable Suspicion,observed
2013-09-30,male,black,20,Dorchester,Reasonable Suspicion,stopped
2013-09-30,male,black,25,Dorchester,Reasonable Suspicion,stopped
2013-09-30,male,hispanic,16,Jamaica Plain,Probable Cause,stopped
2013-09-30,male,black,27,Dorchester,Probable Cause,stopped
2013-09-30,male,black,27,Dorchester,Probable Cause,stopped
2013-09-30,male,hispanic,44,Roxbury,Consented to be Search,stopped
2013-10-01,male,black,25,Boston,Probable Cause,stopped
2013-10-01,male,black,30,Dorchester,Probable Cause,stopped
2013-10-01,male,white,21,Boston,Probable Cause,observed
2013-10-01,male,black,31,Dorchester,Reasonable Suspicion,stopped
2013-10-02,male,black,22,East Boston,Probable Cause,stopped
2013-10-02,male,black,23,Roxbury,Probable Cause,stopped
2013-10-02,male,white,33,East Boston,Probable Cause,stopped
2013-10-02,male,black,20,Dorchester,Reasonable Suspicion,observed
2013-10-02,female,black,56,Boston,Probable Cause,stopped
2013-10-02,male,white,28,West Roxbury,Reasonable Suspicion,stopped
2013-10-02,male,white,47,Boston,Reasonable Suspicion,stopped
2013-10-02,male,hispanic,24,East Boston,Reasonable Suspicion,observed
2013-10-02,male,white,45,Brighton,Probable Cause,stopped
2013-10-03,male,hispanic,20,Dorchester,Reasonable Suspicion,stopped
2013-10-03,female,white,28,Boston,Probable Cause,stopped
2013-10-03,female,black,22,Roxbury,Probable Cause,stopped
2013-10-03,male,black,41,Boston,Probable Cause,stopped
2013-10-03,male,black,19,Roxbury,Probable Cause,stopped
2013-10-03,male,hispanic,24,Jamaica Plain,Probable Cause,stopped
2013-10-03,male,black,55,Dorchester,Probable Cause,stopped
2013-10-03,male,hispanic,18,Roslindale,Probable Cause,stopped
2013-10-03,male,black,19,Roxbury,Probable Cause,stopped
2013-10-03,male,black,36,Mattapan,Probable Cause,stopped
2013-10-03,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-10-04,male,black,38,Dorchester,Probable Cause,stopped
2013-10-04,male,hispanic,22,Roslindale,Probable Cause,stopped
2013-10-04,male,black,53,Roxbury,Consented to be Search,stopped
2013-10-04,male,black,1,Mattapan,Consented to be Search,stopped
2013-10-04,male,white,32,Charlestown,Probable Cause,stopped
2013-10-04,male,hispanic,22,Dorchester,Probable Cause,stopped
2013-10-04,female,hispanic,24,Hyde Park,Probable Cause,stopped
2013-10-04,male,black,22,South Boston,Consented to be Search,stopped
2013-10-04,male,black,27,Roxbury,Reasonable Suspicion,stopped
2013-10-05,male,black,27,Dorchester,Probable Cause,observed
2013-10-05,male,black,43,Dorchester,Probable Cause,stopped
2013-10-05,male,black,23,Dorchester,Probable Cause,stopped
2013-10-05,male,hispanic,28,Boston,Reasonable Suspicion,stopped
2013-10-05,male,black,22,Boston,Reasonable Suspicion,stopped
2013-10-05,male,black,32,Roxbury,Probable Cause,stopped
2013-10-05,male,hispanic,31,Boston,Reasonable Suspicion,stopped
2013-10-05,male,black,28,Mattapan,Probable Cause,stopped
2013-10-05,male,white,56,Boston,Probable Cause,stopped
2013-10-05,male,white,20,West Roxbury,Probable Cause,stopped
2013-10-05,male,black,25,Dorchester,Probable Cause,stopped
2013-10-05,male,black,23,Dorchester,Probable Cause,stopped
2013-10-05,male,black,36,Mattapan,Probable Cause,stopped
2013-10-05,male,black,21,Roxbury,Reasonable Suspicion,stopped
2013-10-05,male,black,25,Mattapan,Probable Cause,stopped
2013-10-05,male,black,21,Hyde Park,Reasonable Suspicion,stopped
2013-10-05,male,black,21,Dorchester,Reasonable Suspicion,stopped
2013-10-06,male,black,39,Roxbury,Consented to be Search,stopped
2013-10-06,male,black,23,Roslindale,Probable Cause,stopped
2013-10-06,male,white,19,Jamaica Plain,Probable Cause,stopped
2013-10-06,male,black,19,Roslindale,Probable Cause,stopped
2013-10-06,male,black,19,Roxbury,Probable Cause,stopped
2013-10-06,male,white,29,West Roxbury,Probable Cause,stopped
2013-10-06,male,white,25,Roslindale,Probable Cause,stopped
2013-10-06,male,black,20,Roxbury,Probable Cause,stopped
2013-10-06,male,black,23,Dorchester,Probable Cause,stopped
2013-10-07,male,black,25,Dorchester,Probable Cause,stopped
2013-10-07,male,black,18,Dorchester,Probable Cause,observed
2013-10-07,male,black,32,Dorchester,Reasonable Suspicion,stopped
2013-10-07,male,white,56,Boston,Probable Cause,stopped
2013-10-07,male,hispanic,47,Dorchester,Probable Cause,stopped
2013-10-07,male,black,25,Mattapan,Probable Cause,stopped
2013-10-07,male,hispanic,54,Roxbury,Probable Cause,stopped
2013-10-07,male,black,35,Boston,Probable Cause,stopped
2013-10-07,male,white,33,Roslindale,Probable Cause,stopped
2013-10-07,male,white,31,Roslindale,Probable Cause,stopped
2013-10-07,male,white,31,Roslindale,Probable Cause,stopped
2013-10-08,male,white,28,South Boston,Consented to be Search,observed
2013-10-08,male,white,17,Charlestown,Probable Cause,observed
2013-10-08,male,white,29,South Boston,Reasonable Suspicion,stopped
2013-10-08,male,white,24,South Boston,Reasonable Suspicion,stopped
2013-10-08,male,black,26,Dorchester,Reasonable Suspicion,stopped
2013-10-08,male,white,21,Charlestown,Probable Cause,observed
2013-10-08,male,hispanic,30,Dorchester,Probable Cause,stopped
2013-10-08,male,black,40,Dorchester,Reasonable Suspicion,stopped
2013-10-08,male,black,27,Roxbury,Reasonable Suspicion,stopped
2013-10-08,male,black,19,Charlestown,Reasonable Suspicion,stopped
2013-10-08,male,hispanic,20,Mattapan,Probable Cause,observed
2013-10-08,male,black,20,Boston,Reasonable Suspicion,stopped
2013-10-08,male,white,20,Dorchester,Probable Cause,stopped
2013-10-08,male,black,21,East Boston,Reasonable Suspicion,stopped
2013-10-08,male,white,36,Hyde Park,Probable Cause,stopped
2013-10-08,male,black,49,Hyde Park,Probable Cause,stopped
2013-10-08,female,white,58,Boston,Probable Cause,observed
2013-10-08,male,black,22,Boston,Probable Cause,stopped
2013-10-08,male,black,23,Mattapan,Reasonable Suspicion,stopped
2013-10-09,male,black,23,Dorchester,Probable Cause,stopped
2013-10-09,male,black,23,Mattapan,Probable Cause,stopped
2013-10-09,male,hispanic,14,Dorchester,Probable Cause,observed
2013-10-09,male,black,19,Roxbury,Probable Cause,stopped
2013-10-09,male,hispanic,30,Boston,Probable Cause,stopped
2013-10-09,male,black,21,Dorchester,Probable Cause,stopped
2013-10-09,male,black,20,Roxbury,Probable Cause,stopped
2013-10-09,male,hispanic,28,Hyde Park,Reasonable Suspicion,stopped
2013-10-09,female,black,58,Hyde Park,Probable Cause,stopped
2013-10-09,male,black,42,Dorchester,Reasonable Suspicion,stopped
2013-10-09,male,hispanic,30,Boston,Probable Cause,stopped
2013-10-09,male,black,23,East Boston,Probable Cause,stopped
2013-10-09,male,black,18,Boston,Probable Cause,stopped
2013-10-09,male,white,49,Boston,Reasonable Suspicion,stopped
2013-10-09,male,black,21,Dorchester,Probable Cause,stopped
2013-10-10,male,hispanic,17,South Boston,Probable Cause,stopped
2013-10-10,male,black,22,Roxbury,Probable Cause,stopped
2013-10-10,male,black,26,Mattapan,Probable Cause,stopped
2013-10-10,male,black,22,Dorchester,Probable Cause,stopped
2013-10-10,male,hispanic,18,South Boston,Probable Cause,stopped
2013-10-10,male,black,26,Dorchester,Reasonable Suspicion,stopped
2013-10-10,male,black,29,Jamaica Plain,Probable Cause,observed
2013-10-10,male,hispanic,18,South Boston,Probable Cause,stopped
2013-10-10,male,black,22,Dorchester,Probable Cause,stopped
2013-10-10,female,black,49,Roxbury,Probable Cause,stopped
2013-10-10,female,white,29,Boston,Probable Cause,stopped
2013-10-10,male,white,42,Boston,Probable Cause,stopped
2013-10-10,female,black,22,Hyde Park,Probable Cause,stopped
2013-10-10,male,black,55,Brighton,Reasonable Suspicion,observed
2013-10-10,female,black,47,Boston,Probable Cause,stopped
2013-10-10,male,black,57,Roslindale,Probable Cause,stopped
2013-10-10,female,black,47,Boston,Probable Cause,stopped
2013-10-10,male,black,30,Boston,Reasonable Suspicion,stopped
2013-10-10,male,black,36,Mattapan,Probable Cause,stopped
2013-10-10,male,white,42,East Boston,Probable Cause,stopped
2013-10-10,male,black,36,Mattapan,Reasonable Suspicion,stopped
2013-10-11,male,hispanic,21,Jamaica Plain,Reasonable Suspicion,stopped
2013-10-11,male,black,20,Jamaica Plain,Reasonable Suspicion,stopped
2013-10-11,male,black,13,Mattapan,Probable Cause,observed
2013-10-11,male,hispanic,27,Hyde Park,Reasonable Suspicion,stopped
2013-10-11,male,black,19,Dorchester,Reasonable Suspicion,stopped
2013-10-11,male,black,22,Roxbury,Probable Cause,stopped
2013-10-11,male,hispanic,20,Hyde Park,Reasonable Suspicion,stopped
2013-10-11,male,black,23,Roslindale,Reasonable Suspicion,stopped
2013-10-11,male,black,73,Roxbury,Probable Cause,stopped
2013-10-11,female,black,22,Roxbury,Reasonable Suspicion,stopped
2013-10-11,male,white,42,East Boston,Reasonable Suspicion,observed
2013-10-11,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-10-11,male,white,51,Jamaica Plain,Probable Cause,stopped
2013-10-11,male,black,33,West Roxbury,Probable Cause,stopped
2013-10-11,male,black,24,Roslindale,Probable Cause,stopped
2013-10-12,male,white,36,East Boston,Reasonable Suspicion,stopped
2013-10-12,female,white,28,East Boston,Reasonable Suspicion,stopped
2013-10-12,male,white,29,Roslindale,Reasonable Suspicion,stopped
2013-10-12,male,asian,36,Hyde Park,Probable Cause,stopped
2013-10-12,male,black,33,West Roxbury,Reasonable Suspicion,stopped
2013-10-12,female,white,54,Roslindale,Probable Cause,stopped
2013-10-12,male,black,41,Mattapan,Probable Cause,stopped
2013-10-13,male,white,39,Roslindale,Consented to be Search,stopped
2013-10-13,female,black,21,Roxbury,Reasonable Suspicion,stopped
2013-10-13,female,white,35,Roslindale,Consented to be Search,stopped
2013-10-13,male,black,19,Dorchester,Probable Cause,stopped
2013-10-14,male,black,33,Dorchester,Probable Cause,stopped
2013-10-14,male,black,23,Boston,Probable Cause,stopped
2013-10-14,male,black,28,Hyde Park,Probable Cause,stopped
2013-10-14,male,black,21,Dorchester,Probable Cause,stopped
2013-10-14,male,hispanic,15,Dorchester,Probable Cause,stopped
2013-10-14,male,black,23,Boston,Probable Cause,stopped
2013-10-14,male,black,23,Boston,Probable Cause,stopped
2013-10-14,male,black,23,Boston,Probable Cause,stopped
2013-10-14,male,black,18,Boston,Probable Cause,stopped
2013-10-14,male,black,23,Boston,Probable Cause,stopped
2013-10-14,male,black,21,Jamaica Plain,Probable Cause,stopped
2013-10-15,male,black,24,Boston,Probable Cause,stopped
2013-10-15,male,black,46,Boston,Reasonable Suspicion,stopped
2013-10-15,male,black,24,Boston,Probable Cause,stopped
2013-10-15,female,black,27,Dorchester,Probable Cause,stopped
2013-10-15,male,hispanic,25,Boston,Probable Cause,stopped
2013-10-15,male,black,38,Mattapan,Probable Cause,stopped
2013-10-15,male,black,39,Dorchester,Probable Cause,stopped
2013-10-15,male,black,22,Roxbury,Probable Cause,stopped
2013-10-15,male,black,23,Roxbury,Probable Cause,stopped
2013-10-15,male,white,29,Boston,Reasonable Suspicion,stopped
2013-10-15,female,black,22,Hyde Park,Probable Cause,stopped
2013-10-15,male,black,23,Dorchester,Probable Cause,stopped
2013-10-15,male,hispanic,36,Roxbury,Reasonable Suspicion,stopped
2013-10-15,male,hispanic,37,Dorchester,Probable Cause,stopped
2013-10-15,male,hispanic,36,Jamaica Plain,Reasonable Suspicion,stopped
2013-10-16,male,black,25,South Boston,Consented to be Search,stopped
2013-10-16,male,white,32,South End,Probable Cause,stopped
2013-10-16,male,white,46,Jamaica Plain,Probable Cause,stopped
2013-10-16,male,black,20,Roxbury,Probable Cause,stopped
2013-10-16,male,black,24,Mattapan,Reasonable Suspicion,stopped
2013-10-16,male,white,48,Boston,Probable Cause,stopped
2013-10-16,male,black,22,Dorchester,Probable Cause,stopped
2013-10-16,male,black,33,Mattapan,Probable Cause,observed
2013-10-16,male,black,22,Dorchester,Probable Cause,stopped
2013-10-16,male,white,38,Roxbury,Probable Cause,observed
2013-10-16,male,black,23,Mattapan,Probable Cause,stopped
2013-10-16,male,black,21,Boston,Reasonable Suspicion,observed
2013-10-16,male,black,25,Dorchester,Probable Cause,stopped
2013-10-17,male,asian,19,Roxbury,Probable Cause,stopped
2013-10-17,male,black,30,Roslindale,Probable Cause,stopped
2013-10-17,female,black,32,Dorchester,Probable Cause,observed
2013-10-17,male,white,44,South Boston,Reasonable Suspicion,stopped
2013-10-18,male,hispanic,26,Dorchester,Reasonable Suspicion,stopped
2013-10-18,male,black,21,South Boston,Reasonable Suspicion,stopped
2013-10-18,male,asian,27,Dorchester,Probable Cause,observed
2013-10-18,male,asian,15,Boston,Probable Cause,stopped
2013-10-18,male,black,25,Jamaica Plain,Probable Cause,stopped
2013-10-19,male,black,31,Boston,Probable Cause,stopped
2013-10-19,male,hispanic,18,Mattapan,Probable Cause,stopped
2013-10-19,male,black,22,Boston,Probable Cause,stopped
2013-10-19,male,hispanic,21,Roslindale,Consented to be Search,stopped
2013-10-20,male,black,27,Dorchester,Probable Cause,stopped
2013-10-20,male,black,14,East Boston,Probable Cause,stopped
2013-10-21,male,black,23,Dorchester,Probable Cause,stopped
2013-10-21,male,black,32,Dorchester,Probable Cause,stopped
2013-10-21,male,black,26,Mattapan,Probable Cause,stopped
2013-10-21,male,black,30,Dorchester,Probable Cause,stopped
2013-10-21,male,black,27,Dorchester,Reasonable Suspicion,stopped
2013-10-21,male,black,32,Roxbury,Reasonable Suspicion,stopped
2013-10-21,male,white,39,Boston,Probable Cause,stopped
2013-10-21,male,white,40,Dorchester,Probable Cause,stopped
2013-10-21,female,white,47,Dorchester,Probable Cause,stopped
2013-10-21,male,black,57,Roxbury,Probable Cause,stopped
2013-10-21,male,black,30,Boston,Probable Cause,stopped
2013-10-21,male,black,23,Boston,Probable Cause,stopped
2013-10-22,female,black,34,Dorchester,Probable Cause,stopped
2013-10-22,male,white,26,Dorchester,Reasonable Suspicion,stopped
2013-10-22,male,white,17,West Roxbury,Reasonable Suspicion,stopped
2013-10-22,male,black,78,Roxbury,Probable Cause,stopped
2013-10-22,male,black,45,Dorchester,Probable Cause,stopped
2013-10-22,male,black,22,Dorchester,Probable Cause,stopped
2013-10-22,male,black,22,Dorchester,Probable Cause,stopped
2013-10-22,male,black,48,Mattapan,Reasonable Suspicion,stopped
2013-10-22,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-10-22,male,white,25,Dorchester,Reasonable Suspicion,stopped
2013-10-23,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-10-23,male,black,57,South End,Reasonable Suspicion,stopped
2013-10-23,male,black,20,Dorchester,Reasonable Suspicion,stopped
2013-10-23,male,white,56,West Roxbury,Reasonable Suspicion,stopped
2013-10-23,female,black,35,Mattapan,Reasonable Suspicion,stopped
2013-10-23,male,white,29,Roslindale,Consented to be Search,stopped
2013-10-24,male,black,23,Dorchester,Probable Cause,stopped
2013-10-24,male,black,19,Dorchester,Probable Cause,stopped
2013-10-24,female,black,19,Hyde Park,Probable Cause,stopped
2013-10-24,male,black,34,Dorchester,Probable Cause,stopped
2013-10-24,male,hispanic,25,Dorchester,Reasonable Suspicion,stopped
2013-10-24,female,black,1,Hyde Park,Reasonable Suspicion,stopped
2013-10-24,female,black,1,Hyde Park,Reasonable Suspicion,stopped
2013-10-25,male,black,20,Roxbury,Reasonable Suspicion,stopped
2013-10-25,male,white,19,Hyde Park,Probable Cause,stopped
2013-10-25,male,black,46,Boston,Probable Cause,stopped
2013-10-25,male,black,34,Dorchester,Probable Cause,stopped
2013-10-25,male,black,16,Mattapan,Probable Cause,observed
2013-10-25,male,hispanic,53,Jamaica Plain,Probable Cause,stopped
2013-10-25,male,black,36,Roxbury,Probable Cause,stopped
2013-10-25,male,black,20,Roxbury,Reasonable Suspicion,stopped
2013-10-25,male,white,26,West Roxbury,Probable Cause,stopped
2013-10-25,male,black,47,Mattapan,Probable Cause,stopped
2013-10-25,female,white,32,Boston,Reasonable Suspicion,stopped
2013-10-25,female,white,38,Mattapan,Probable Cause,stopped
2013-10-25,male,hispanic,69,East Boston,Probable Cause,stopped
2013-10-25,male,hispanic,69,East Boston,Probable Cause,stopped
2013-10-25,male,black,56,Dorchester,Probable Cause,stopped
2013-10-25,male,white,36,Jamaica Plain,Reasonable Suspicion,stopped
2013-10-26,male,hispanic,21,Dorchester,Reasonable Suspicion,stopped
2013-10-26,male,black,26,Dorchester,Probable Cause,stopped
2013-10-26,male,black,29,Roxbury,Probable Cause,stopped
2013-10-26,male,black,28,Mattapan,Probable Cause,stopped
2013-10-26,male,black,37,Boston,Reasonable Suspicion,stopped
2013-10-26,male,black,25,Hyde Park,Reasonable Suspicion,stopped
2013-10-26,male,hispanic,30,Roxbury,Probable Cause,stopped
2013-10-26,male,black,25,Boston,Probable Cause,stopped
2013-10-26,male,hispanic,49,Hyde Park,Reasonable Suspicion,stopped
2013-10-27,male,hispanic,25,Hyde Park,Probable Cause,stopped
2013-10-27,male,black,25,Dorchester,Probable Cause,stopped
2013-10-27,female,hispanic,21,Dorchester,Reasonable Suspicion,stopped
2013-10-27,male,hispanic,25,Dorchester,Reasonable Suspicion,stopped
2013-10-27,male,hispanic,27,Dorchester,Probable Cause,stopped
2013-10-27,male,black,19,Boston,Probable Cause,stopped
2013-10-27,male,black,36,Mattapan,Reasonable Suspicion,stopped
2013-10-27,male,black,35,Hyde Park,Probable Cause,stopped
2013-10-27,male,hispanic,25,Hyde Park,Probable Cause,stopped
2013-10-27,male,black,36,Mattapan,Reasonable Suspicion,stopped
2013-10-27,male,white,56,South End,Probable Cause,stopped
2013-10-28,male,black,25,Boston,Probable Cause,stopped
2013-10-28,male,black,25,Dorchester,Probable Cause,stopped
2013-10-28,male,black,48,Dorchester,Reasonable Suspicion,observed
2013-10-28,male,black,19,Charlestown,Probable Cause,stopped
2013-10-28,male,black,23,Dorchester,Probable Cause,stopped
2013-10-28,male,black,24,Charlestown,Probable Cause,stopped
2013-10-28,female,hispanic,20,Dorchester,Probable Cause,stopped
2013-10-28,male,black,33,Boston,Probable Cause,stopped
2013-10-28,male,black,38,Dorchester,Probable Cause,stopped
2013-10-28,male,white,39,South Boston,Reasonable Suspicion,stopped
2013-10-28,male,white,16,Dorchester,Probable Cause,stopped
2013-10-28,male,black,32,Dorchester,Reasonable Suspicion,stopped
2013-10-28,female,hispanic,52,Dorchester,Reasonable Suspicion,stopped
2013-10-28,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-10-28,male,hispanic,21,Roslindale,Reasonable Suspicion,stopped
2013-10-28,male,black,42,Dorchester,Probable Cause,stopped
2013-10-28,male,hispanic,42,East Boston,Probable Cause,stopped
2013-10-28,female,hispanic,15,Hyde Park,Probable Cause,stopped
2013-10-28,female,white,43,Boston,Probable Cause,stopped
