date,sex,race,age,city,suspicion,action
2013-01-01,male,black,21,South Boston,Reasonable Suspicion,stopped
2013-01-01,male,black,31,Roxbury,Reasonable Suspicion,stopped
2013-01-01,male,hispanic,33,Boston,Probable Cause,stopped
2013-01-01,male,black,55,Dorchester,Probable Cause,observed
2013-01-01,female,black,24,East Boston,Reasonable Suspicion,stopped
2013-01-01,male,black,39,Dorchester,Reasonable Suspicion,stopped
2013-01-01,male,black,27,Mattapan,Consented to be Search,stopped
2013-01-01,female,white,50,Charlestown,Probable Cause,stopped
2013-01-01,male,black,21,Roxbury,Probable Cause,stopped
2013-01-01,male,black,26,Hyde Park,Consented to be Search,stopped
2013-01-01,male,black,29,Boston,Probable Cause,stopped
2013-01-01,male,white,46,Boston,Probable Cause,stopped
2013-01-01,male,white,47,Boston,Probable Cause,stopped
2013-01-01,female,black,36,Dorchester,Probable Cause,stopped
2013-01-02,male,black,18,Roxbury,Reasonable Suspicion,stopped
2013-01-02,male,white,47,Boston,Probable Cause,stopped
2013-01-02,female,white,28,Charlestown,Probable Cause,stopped
2013-01-02,female,black,23,Dorchester,Probable Cause,stopped
2013-01-02,male,black,21,Dorchester,Probable Cause,stopped
2013-01-02,male,black,30,Hyde Park,Probable Cause,stopped
2013-01-02,male,black,27,Dorchester,Reasonable Suspicion,observed
2013-01-02,male,black,25,Dorchester,Probable Cause,stopped
2013-01-03,male,black,45,Roxbury,Reasonable Suspicion,stopped
2013-01-03,male,black,24,Hyde Park,Probable Cause,stopped
2013-01-03,male,black,39,Roxbury,Probable Cause,stopped
2013-01-03,female,black,29,Dorchester,Probable Cause,stopped
2013-01-03,male,black,41,Roxbury,Consented to be Search,stopped
2013-01-03,male,black,36,Dorchester,Probable Cause,stopped
2013-01-03,male,black,56,Mattapan,Reasonable Suspicion,observed
2013-01-03,male,white,37,Charlestown,Probable Cause,observed
2013-01-03,male,black,23,Roxbury,Probable Cause,stopped
2013-01-03,male,black,47,Boston,Probable Cause,stopped
2013-01-03,male,black,54,Dorchester,Reasonable Suspicion,observed
2013-01-04,male,black,38,Dorchester,Probable Cause,stopped
2013-01-04,male,white,32,Boston,Probable Cause,stopped
2013-01-04,male,black,30,South Boston,Reasonable Suspicion,stopped
2013-01-04,male,black,22,Roxbury,Probable Cause,stopped
2013-01-04,male,black,25,Roxbury,Probable Cause,stopped
2013-01-04,female,white,24,North End,Reasonable Suspicion,observed
2013-01-04,male,hispanic,30,Dorchester,Probable Cause,stopped
2013-01-04,male,black,22,East Boston,Probable Cause,stopped
2013-01-04,male,white,55,Boston,Probable Cause,stopped
2013-01-04,male,white,50,Charlestown,Probable Cause,observed
2013-01-05,male,hispanic,39,Roxbury,Reasonable Suspicion,stopped
2013-01-05,male,asian,28,Boston,Probable Cause,stopped
2013-01-05,male,asian,21,Dorchester,Probable Cause,stopped
2013-01-05,male,black,47,South Boston,Reasonable Suspicion,stopped
2013-01-05,male,black,42,Boston,Reasonable Suspicion,stopped
2013-01-05,female,white,31,Dorchester,Probable Cause,stopped
2013-01-05,male,black,56,Boston,Reasonable Suspicion,stopped
2013-01-05,male,white,36,Charlestown,Reasonable Suspicion,observed
2013-01-05,male,white,47,Charlestown,Probable Cause,stopped
2013-01-05,female,hispanic,49,Roxbury,Reasonable Suspicion,stopped
2013-01-06,male,black,21,Hyde Park,Reasonable Suspicion,stopped
2013-01-06,male,white,27,Dorchester,Reasonable Suspicion,stopped
2013-01-06,male,white,33,Boston,Probable Cause,stopped
2013-01-06,female,white,29,Dorchester,Reasonable Suspicion,stopped
2013-01-06,male,black,21,Boston,Probable Cause,stopped
2013-01-06,male,white,50,South End,Probable Cause,stopped
2013-01-06,male,black,47,Dorchester,Probable Cause,stopped
2013-01-06,male,black,34,Hyde Park,Probable Cause,stopped
2013-01-06,male,black,20,Boston,Probable Cause,stopped
2013-01-06,male,white,44,Roslindale,Probable Cause,stopped
2013-01-06,male,white,25,East Boston,Reasonable Suspicion,stopped
2013-01-06,male,black,62,Hyde Park,Probable Cause,observed
2013-01-06,male,black,21,Boston,Probable Cause,stopped
2013-01-06,male,black,32,Dorchester,Reasonable Suspicion,stopped
2013-01-06,male,hispanic,23,East Boston,Probable Cause,stopped
2013-01-07,female,black,31,Dorchester,Probable Cause,stopped
2013-01-07,male,hispanic,19,East Boston,Reasonable Suspicion,stopped
2013-01-07,female,white,33,Charlestown,Probable Cause,stopped
2013-01-07,male,black,20,Roxbury,Probable Cause,stopped
2013-01-07,male,black,18,East Boston,Reasonable Suspicion,stopped
2013-01-07,male,black,19,Roxbury,Probable Cause,stopped
2013-01-07,male,black,22,Dorchester,Reasonable Suspicion,stopped
2013-01-07,male,black,45,South End,Probable Cause,stopped
2013-01-07,male,black,29,Boston,Probable Cause,stopped
2013-01-07,male,black,45,South End,Probable Cause,stopped
2013-01-07,male,black,41,Mattapan,Probable Cause,stopped
2013-01-07,male,black,48,Boston,Probable Cause,stopped
2013-01-07,male,black,20,East Boston,Reasonable Suspicion,stopped
2013-01-07,male,black,56,Dorchester,Probable Cause,stopped
2013-01-07,male,hispanic,18,East Boston,Reasonable Suspicion,stopped
2013-01-08,male,black,41,Boston,Probable Cause,stopped
2013-01-08,male,white,48,Charlestown,Probable Cause,stopped
2013-01-08,male,hispanic,26,Dorchester,Probable Cause,stopped
2013-01-08,male,black,33,Boston,Probable Cause,stopped
2013-01-08,male,hispanic,21,East Boston,Reasonable Suspicion,stopped
2013-01-08,male,american indian,32,Brighton,Reasonable Suspicion,stopped
2013-01-08,male,hispanic,21,Dorchester,Reasonable Suspicion,stopped
2013-01-08,male,black,27,Roxbury,Reasonable Suspicion,stopped
2013-01-08,male,hispanic,19,Roxbury,Probable Cause,stopped
2013-01-08,male,black,23,Dorchester,Reasonable Suspicion,stopped
2013-01-08,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-01-08,male,black,23,Dorchester,Reasonable Suspicion,stopped
2013-01-08,male,hispanic,18,Dorchester,Probable Cause,stopped
2013-01-09,male,asian,43,Dorchester,Probable Cause,stopped
2013-01-09,male,black,32,Roxbury,Probable Cause,stopped
2013-01-09,male,white,27,Boston,Probable Cause,observed
2013-01-09,male,white,46,South Boston,Probable Cause,stopped
2013-01-09,male,white,29,Boston,Reasonable Suspicion,stopped
2013-01-09,male,black,33,Dorchester,Reasonable Suspicion,stopped
2013-01-09,male,black,33,Roxbury,Probable Cause,stopped
2013-01-09,male,black,31,Mattapan,Probable Cause,stopped
2013-01-09,male,white,24,Boston,Probable Cause,stopped
2013-01-09,male,black,21,Roxbury,Probable Cause,stopped
2013-01-09,male,white,28,Boston,Consented to be Search,stopped
2013-01-10,male,white,22,Roxbury,Reasonable Suspicion,observed
2013-01-10,male,black,19,Mattapan,Probable Cause,stopped
2013-01-10,female,white,46,Roxbury,Probable Cause,observed
2013-01-10,male,black,25,Dorchester,Reasonable Suspicion,stopped
2013-01-10,male,white,47,Boston,Reasonable Suspicion,stopped
2013-01-10,male,black,50,South End,Probable Cause,stopped
2013-01-10,male,black,20,Mattapan,Reasonable Suspicion,stopped
2013-01-10,male,hispanic,24,Brighton,Probable Cause,stopped
2013-01-10,male,hispanic,24,Roslindale,Probable Cause,stopped
2013-01-10,female,asian,23,Dorchester,Reasonable Suspicion,observed
2013-01-11,male,white,57,Dorchester,Probable Cause,stopped
2013-01-11,male,hispanic,20,Boston,Reasonable Suspicion,stopped
2013-01-11,male,hispanic,42,Boston,Reasonable Suspicion,stopped
2013-01-11,male,black,27,Mattapan,Probable Cause,stopped
2013-01-11,male,white,27,Boston,Reasonable Suspicion,stopped
2013-01-11,male,hispanic,23,East Boston,Reasonable Suspicion,stopped
2013-01-11,male,black,26,Boston,Reasonable Suspicion,stopped
2013-01-11,male,black,43,Hyde Park,Probable Cause,stopped
2013-01-11,male,white,43,Dorchester,Consented to be Search,stopped
2013-01-11,male,black,35,Boston,Probable Cause,stopped
2013-01-12,female,black,47,Roxbury,Probable Cause,stopped
2013-01-12,male,black,53,Roxbury,Probable Cause,stopped
2013-01-12,male,white,18,Roxbury,Probable Cause,stopped
2013-01-12,male,black,21,Dorchester,Probable Cause,stopped
2013-01-12,male,hispanic,19,East Boston,Reasonable Suspicion,observed
2013-01-12,female,white,30,Brighton,Consented to be Search,stopped
2013-01-12,male,white,41,Dorchester,Probable Cause,stopped
2013-01-12,male,black,41,South End,Probable Cause,stopped
2013-01-12,male,black,20,East Boston,Reasonable Suspicion,stopped
2013-01-13,male,black,49,Roxbury,Probable Cause,observed
2013-01-13,male,black,31,Dorchester,Probable Cause,stopped
2013-01-13,female,white,53,Dorchester,Reasonable Suspicion,observed
2013-01-13,male,white,50,Dorchester,Reasonable Suspicion,stopped
2013-01-13,female,white,36,Jamaica Plain,Probable Cause,stopped
2013-01-13,male,white,22,Boston,Reasonable Suspicion,stopped
2013-01-13,male,black,31,Dorchester,Probable Cause,stopped
2013-01-13,female,white,36,Jamaica Plain,Probable Cause,stopped
2013-01-13,male,black,29,Boston,Probable Cause,stopped
2013-01-13,female,white,36,Jamaica Plain,Probable Cause,stopped
2013-01-13,male,white,44,Jamaica Plain,Probable Cause,stopped
2013-01-13,female,white,36,Jamaica Plain,Probable Cause,stopped
2013-01-13,male,white,34,Dorchester,Reasonable Suspicion,stopped
2013-01-13,male,black,52,Roxbury,Probable Cause,observed
2013-01-13,male,black,54,Roxbury,Probable Cause,observed
2013-01-13,male,white,30,Dorchester,Probable Cause,stopped
2013-01-14,male,black,50,South End,Probable Cause,stopped
2013-01-14,male,white,20,East Boston,Consented to be Search,stopped
2013-01-14,female,black,20,Boston,Probable Cause,stopped
2013-01-14,male,hispanic,50,Roxbury,Probable Cause,stopped
2013-01-14,male,white,21,East Boston,Consented to be Search,stopped
2013-01-14,male,black,26,Hyde Park,Probable Cause,stopped
2013-01-14,male,white,47,East Boston,Consented to be Search,stopped
2013-01-14,male,hispanic,22,Dorchester,Probable Cause,stopped
2013-01-14,male,black,21,Roxbury,Probable Cause,stopped
2013-01-14,female,black,40,Roxbury,Probable Cause,stopped
2013-01-14,male,hispanic,47,South End,Probable Cause,stopped
2013-01-14,male,black,50,Boston,Reasonable Suspicion,observed
2013-01-14,male,black,16,Roxbury,Probable Cause,stopped
2013-01-14,male,black,27,Roxbury,Probable Cause,stopped
2013-01-14,male,black,26,Roxbury,Reasonable Suspicion,observed
2013-01-14,male,hispanic,22,South End,Probable Cause,stopped
2013-01-14,male,black,45,Roxbury,Probable Cause,stopped
2013-01-15,male,black,29,Roxbury,Probable Cause,stopped
2013-01-15,male,black,23,Dorchester,Reasonable Suspicion,stopped
2013-01-15,male,black,31,Boston,Reasonable Suspicion,stopped
2013-01-15,male,hispanic,37,South End,Probable Cause,stopped
2013-01-15,male,white,32,Roslindale,Probable Cause,stopped
2013-01-15,male,black,15,Boston,Reasonable Suspicion,stopped
2013-01-15,female,hispanic,30,Roxbury,Reasonable Suspicion,stopped
2013-01-15,male,black,19,Boston,Reasonable Suspicion,stopped
2013-01-15,male,hispanic,35,Boston,Probable Cause,observed
2013-01-15,male,black,40,Hyde Park,Probable Cause,stopped
2013-01-15,male,black,19,Roxbury,Probable Cause,stopped
2013-01-15,male,black,48,Mattapan,Reasonable Suspicion,stopped
2013-01-15,male,black,20,Roxbury,Reasonable Suspicion,stopped
2013-01-15,male,black,25,Dorchester,Probable Cause,stopped
2013-01-15,male,hispanic,21,Boston,Probable Cause,stopped
2013-01-15,male,black,19,Mattapan,Reasonable Suspicion,stopped
2013-01-15,male,white,31,South End,Probable Cause,observed
2013-01-15,male,black,27,Boston,Probable Cause,stopped
2013-01-16,male,white,40,Boston,Probable Cause,stopped
2013-01-16,male,black,49,Boston,Reasonable Suspicion,stopped
2013-01-16,male,white,25,Boston,Probable Cause,stopped
2013-01-16,male,hispanic,31,Jamaica Plain,Reasonable Suspicion,observed
2013-01-16,male,black,16,Boston,Reasonable Suspicion,stopped
2013-01-16,male,black,27,Dorchester,Probable Cause,stopped
2013-01-16,male,black,29,Dorchester,Probable Cause,stopped
2013-01-16,male,black,27,Boston,Probable Cause,stopped
2013-01-16,female,white,28,North End,Reasonable Suspicion,stopped
2013-01-16,male,white,23,Boston,Probable Cause,stopped
2013-01-16,male,black,31,Roxbury,Probable Cause,stopped
2013-01-16,male,hispanic,32,Jamaica Plain,Probable Cause,stopped
2013-01-16,male,black,31,Dorchester,Probable Cause,stopped
2013-01-16,male,white,25,Boston,Probable Cause,stopped
2013-01-17,male,black,59,Dorchester,Reasonable Suspicion,stopped
2013-01-17,male,black,29,Boston,Probable Cause,stopped
2013-01-17,male,hispanic,26,Boston,Probable Cause,stopped
2013-01-17,male,black,31,Boston,Probable Cause,stopped
2013-01-17,male,black,27,Roxbury,Probable Cause,stopped
2013-01-17,male,black,18,Jamaica Plain,Probable Cause,stopped
2013-01-17,male,black,49,Boston,Probable Cause,stopped
2013-01-17,male,black,31,Dorchester,Probable Cause,stopped
2013-01-17,male,white,43,Dorchester,Reasonable Suspicion,stopped
2013-01-17,male,white,30,East Boston,Probable Cause,stopped
2013-01-17,male,hispanic,22,Roxbury,Reasonable Suspicion,observed
2013-01-17,male,black,26,Roslindale,Probable Cause,stopped
2013-01-18,male,white,55,South End,Probable Cause,stopped
2013-01-18,male,white,41,Boston,Probable Cause,stopped
2013-01-18,female,black,18,Jamaica Plain,Probable Cause,stopped
2013-01-18,male,hispanic,49,Dorchester,Probable Cause,stopped
2013-01-18,male,white,44,East Boston,Probable Cause,stopped
2013-01-18,male,white,21,Boston,Reasonable Suspicion,stopped
2013-01-18,male,black,19,Dorchester,Probable Cause,stopped
2013-01-18,female,asian,26,Boston,Probable Cause,stopped
2013-01-18,male,white,56,South Boston,Probable Cause,stopped
2013-01-18,male,white,24,East Boston,Probable Cause,stopped
2013-01-18,female,asian,49,Boston,Probable Cause,observed
2013-01-18,male,black,45,South Boston,Consented to be Search,stopped
2013-01-18,male,black,18,Dorchester,Reasonable Suspicion,stopped
2013-01-18,male,white,38,Boston,Reasonable Suspicion,stopped
2013-01-18,male,white,32,Boston,Probable Cause,stopped
2013-01-18,male,black,53,Dorchester,Probable Cause,stopped
2013-01-18,male,black,43,Roxbury,Probable Cause,stopped
2013-01-18,male,black,19,Mattapan,Reasonable Suspicion,stopped
2013-01-18,female,black,19,Boston,Probable Cause,stopped
2013-01-19,male,white,59,South End,Probable Cause,stopped
2013-01-19,male,black,21,Roxbury,Probable Cause,stopped
2013-01-19,female,black,48,Dorchester,Probable Cause,stopped
2013-01-19,male,black,20,Hyde Park,Reasonable Suspicion,observed
2013-01-19,male,white,46,Boston,Reasonable Suspicion,stopped
2013-01-19,male,black,42,Boston,Probable Cause,stopped
2013-01-19,male,white,46,Roxbury,Probable Cause,stopped
2013-01-19,male,hispanic,18,Hyde Park,Reasonable Suspicion,stopped
2013-01-20,male,hispanic,17,Jamaica Plain,Probable Cause,stopped
2013-01-20,male,black,22,Dorchester,Probable Cause,stopped
2013-01-20,male,white,20,East Boston,Probable Cause,observed
2013-01-20,male,hispanic,25,Roxbury,Probable Cause,stopped
2013-01-20,male,white,40,South End,Reasonable Suspicion,observed
2013-01-20,male,white,25,North End,Probable Cause,stopped
2013-01-20,male,black,23,Dorchester,Probable Cause,stopped
2013-01-20,male,black,23,Roxbury,Probable Cause,stopped
2013-01-20,male,hispanic,17,Jamaica Plain,Probable Cause,stopped
2013-01-20,female,hispanic,25,Boston,Probable Cause,observed
2013-01-21,male,black,49,Dorchester,Probable Cause,stopped
2013-01-21,male,white,26,Boston,Reasonable Suspicion,observed
2013-01-21,male,white,54,Hyde Park,Probable Cause,observed
2013-01-21,male,hispanic,56,Boston,Reasonable Suspicion,observed
2013-01-21,male,white,32,Dorchester,Probable Cause,stopped
2013-01-21,female,white,27,Dorchester,Probable Cause,stopped
2013-01-21,male,white,44,Boston,Probable Cause,stopped
2013-01-21,male,hispanic,24,Dorchester,Probable Cause,stopped
2013-01-21,male,white,35,Dorchester,Reasonable Suspicion,stopped
2013-01-21,male,black,24,Roxbury,Probable Cause,observed
2013-01-21,male,hispanic,33,East Boston,Probable Cause,stopped
2013-01-22,male,hispanic,27,Jamaica Plain,Probable Cause,stopped
2013-01-22,male,hispanic,31,Boston,Reasonable Suspicion,stopped
2013-01-22,male,hispanic,31,Boston,Reasonable Suspicion,observed
2013-01-22,female,white,38,Boston,Reasonable Suspicion,stopped
2013-01-22,male,hispanic,19,East Boston,Reasonable Suspicion,stopped
2013-01-22,male,black,48,Boston,Reasonable Suspicion,stopped
2013-01-22,male,hispanic,59,Boston,Consented to be Search,stopped
2013-01-22,male,black,27,Dorchester,Probable Cause,stopped
2013-01-22,male,black,25,Dorchester,Probable Cause,stopped
2013-01-22,male,white,24,East Boston,Reasonable Suspicion,stopped
2013-01-23,female,white,23,Dorchester,Reasonable Suspicion,stopped
2013-01-23,male,white,59,Boston,Probable Cause,stopped
2013-01-23,male,white,23,South End,Probable Cause,stopped
2013-01-23,male,white,20,Dorchester,Probable Cause,stopped
2013-01-24,male,black,19,Dorchester,Probable Cause,stopped
2013-01-24,female,hispanic,46,Boston,Probable Cause,stopped
2013-01-24,male,black,16,Dorchester,Reasonable Suspicion,stopped
2013-01-24,male,black,23,Charlestown,Probable Cause,stopped
2013-01-24,male,hispanic,35,Boston,Probable Cause,stopped
2013-01-24,male,white,23,Charlestown,Probable Cause,observed
2013-01-24,male,black,43,Boston,Probable Cause,stopped
2013-01-24,male,black,26,East Boston,Probable Cause,stopped
2013-01-24,female,white,30,Boston,Probable Cause,stopped
2013-01-24,male,black,57,Boston,Reasonable Suspicion,stopped
2013-01-25,male,black,44,Boston,Probable Cause,stopped
2013-01-25,male,hispanic,45,Boston,Probable Cause,stopped
2013-01-25,male,black,19,Boston,Probable Cause,stopped
2013-01-25,male,white,37,Boston,Consented to be Search,observed
2013-01-25,female,black,29,South End,Probable Cause,stopped
2013-01-25,female,black,48,Dorchester,Reasonable Suspicion,stopped
2013-01-25,male,hispanic,31,Dorchester,Probable Cause,observed
2013-01-25,male,black,63,Dorchester,Reasonable Suspicion,stopped
2013-01-25,male,hispanic,21,Dorchester,Probable Cause,observed
2013-01-25,female,white,37,Boston,Probable Cause,observed
2013-01-25,female,black,54,Boston,Reasonable Suspicion,observed
2013-01-26,male,black,21,Dorchester,Probable Cause,stopped
2013-01-26,male,black,18,Dorchester,Probable Cause,stopped
2013-01-26,male,black,21,Roxbury,Probable Cause,stopped
2013-01-26,female,black,39,Roxbury,Probable Cause,stopped
2013-01-26,male,black,21,Roxbury,Probable Cause,stopped
2013-01-26,male,black,26,Dorchester,Probable Cause,stopped
2013-01-26,male,black,21,Roxbury,Reasonable Suspicion,stopped
2013-01-26,male,black,50,Boston,Reasonable Suspicion,observed
2013-01-26,male,black,24,Mattapan,Probable Cause,stopped
2013-01-26,male,black,30,Boston,Probable Cause,observed
2013-01-26,male,black,25,Jamaica Plain,Probable Cause,stopped
2013-01-26,male,white,24,Jamaica Plain,Probable Cause,stopped
2013-01-26,male,white,47,Boston,Reasonable Suspicion,stopped
2013-01-26,male,white,22,Allston,Probable Cause,observed
2013-01-26,male,black,51,Boston,Reasonable Suspicion,observed
2013-01-26,male,black,43,Dorchester,Probable Cause,stopped
2013-01-26,female,black,39,Dorchester,Probable Cause,observed
2013-01-27,male,black,17,Boston,Probable Cause,stopped
2013-01-27,male,hispanic,25,Boston,Reasonable Suspicion,stopped
2013-01-27,male,black,16,Dorchester,Probable Cause,stopped
2013-01-27,male,black,20,Dorchester,Probable Cause,stopped
2013-01-27,male,black,25,Dorchester,Reasonable Suspicion,stopped
2013-01-28,male,black,27,Boston,Consented to be Search,stopped
2013-01-28,female,hispanic,24,Roxbury,Probable Cause,stopped
2013-01-28,male,white,35,Boston,Probable Cause,stopped
2013-01-28,male,white,23,Boston,Reasonable Suspicion,observed
2013-01-28,male,hispanic,55,Boston,Probable Cause,stopped
2013-01-28,female,white,30,Boston,Reasonable Suspicion,observed
2013-01-28,female,white,30,Boston,Reasonable Suspicion,observed
2013-01-28,female,white,28,Dorchester,Reasonable Suspicion,observed
2013-01-28,male,black,46,Boston,Probable Cause,stopped
2013-01-28,male,hispanic,39,Boston,Reasonable Suspicion,observed
2013-01-29,female,black,55,Hyde Park,Probable Cause,stopped
2013-01-29,male,hispanic,32,Boston,Consented to be Search,observed
2013-01-29,male,black,43,Boston,Probable Cause,stopped
2013-01-29,male,white,19,East Boston,Probable Cause,stopped
2013-01-29,male,white,42,Boston,Probable Cause,stopped
2013-01-29,male,black,28,Jamaica Plain,Probable Cause,stopped
2013-01-29,male,white,56,Boston,Reasonable Suspicion,observed
2013-01-29,female,white,35,Boston,Probable Cause,observed
2013-01-29,male,white,15,East Boston,Probable Cause,stopped
2013-01-29,male,black,46,Boston,Probable Cause,stopped
2013-01-29,male,hispanic,31,Boston,Probable Cause,stopped
2013-01-29,male,white,36,Boston,Reasonable Suspicion,stopped
2013-01-29,male,black,19,Dorchester,Probable Cause,stopped
2013-01-29,male,white,17,Charlestown,Probable Cause,stopped
2013-01-30,male,black,51,Boston,Probable Cause,stopped
2013-01-30,male,black,50,Boston,Probable Cause,stopped
2013-01-30,male,black,23,Dorchester,Probable Cause,stopped
2013-01-30,female,white,16,Boston,Probable Cause,stopped
2013-01-30,male,black,16,Dorchester,Probable Cause,stopped
2013-01-30,male,black,47,Boston,Reasonable Suspicion,stopped
2013-01-30,male,white,26,East Boston,Reasonable Suspicion,stopped
2013-01-30,male,hispanic,53,Boston,Probable Cause,stopped
2013-01-30,male,black,16,Dorchester,Probable Cause,stopped
2013-01-30,male,hispanic,27,East Boston,Probable Cause,stopped
2013-01-30,male,black,49,Dorchester,Probable Cause,stopped
2013-01-30,male,black,31,Boston,Probable Cause,stopped
2013-01-30,male,black,21,Roxbury,Probable Cause,stopped
2013-01-30,male,black,39,Mattapan,Probable Cause,stopped
2013-01-30,male,white,23,Charlestown,Probable Cause,stopped
2013-01-30,male,black,48,West Roxbury,Reasonable Suspicion,stopped
2013-01-31,male,black,24,Roxbury,Probable Cause,stopped
2013-01-31,male,black,45,Hyde Park,Reasonable Suspicion,stopped
2013-01-31,male,black,26,Boston,Probable Cause,stopped
2013-01-31,male,black,27,Roxbury,Probable Cause,stopped
2013-01-31,male,white,53,Boston,Reasonable Suspicion,stopped
2013-01-31,male,hispanic,48,Boston,Reasonable Suspicion,stopped
2013-01-31,male,black,32,Dorchester,Reasonable Suspicion,observed
2013-01-31,male,black,30,Dorchester,Probable Cause,stopped
2013-01-31,male,white,27,Dorchester,Probable Cause,stopped
2013-01-31,male,black,46,Boston,Probable Cause,stopped
2013-01-31,male,hispanic,61,Boston,Reasonable Suspicion,stopped
2013-01-31,male,black,52,Boston,Probable Cause,stopped
2013-01-31,male,black,62,Dorchester,Reasonable Suspicion,observed
2013-01-31,male,hispanic,29,Jamaica Plain,Reasonable Suspicion,stopped
2013-02-01,male,black,48,South End,Reasonable Suspicion,observed
2013-02-01,male,hispanic,31,Boston,Probable Cause,stopped
2013-02-01,male,black,52,Mattapan,Probable Cause,stopped
2013-02-01,female,white,26,Boston,Reasonable Suspicion,observed
2013-02-01,female,white,32,South Boston,Reasonable Suspicion,observed
2013-02-01,male,black,23,Boston,Probable Cause,stopped
2013-02-01,male,black,42,Dorchester,Probable Cause,stopped
2013-02-01,male,white,33,South Boston,Reasonable Suspicion,observed
2013-02-01,male,white,52,Boston,Reasonable Suspicion,stopped
2013-02-01,male,white,29,Dorchester,Probable Cause,stopped
2013-02-01,male,white,38,Boston,Reasonable Suspicion,observed
2013-02-01,female,white,31,Roxbury,Reasonable Suspicion,observed
2013-02-01,male,white,55,Boston,Probable Cause,stopped
2013-02-01,female,black,31,Roxbury,Probable Cause,stopped
2013-02-01,male,black,33,Dorchester,Probable Cause,observed
2013-02-01,female,white,27,Brighton,Reasonable Suspicion,observed
2013-02-01,male,white,47,Boston,Reasonable Suspicion,stopped
2013-02-01,male,hispanic,31,Boston,Probable Cause,observed
2013-02-02,male,hispanic,18,West Roxbury,Probable Cause,stopped
2013-02-02,male,black,56,Boston,Reasonable Suspicion,observed
2013-02-02,male,black,42,Dorchester,Probable Cause,stopped
2013-02-02,male,black,28,Dorchester,Probable Cause,stopped
2013-02-02,male,white,18,Dorchester,Probable Cause,observed
2013-02-02,female,white,36,Boston,Reasonable Suspicion,observed
2013-02-02,male,black,21,Dorchester,Probable Cause,stopped
2013-02-02,male,white,20,Boston,Reasonable Suspicion,observed
2013-02-02,male,white,45,Boston,Probable Cause,stopped
2013-02-02,female,white,27,Dorchester,Probable Cause,observed
2013-02-02,male,white,31,Boston,Probable Cause,stopped
2013-02-02,male,white,35,Boston,Probable Cause,observed
2013-02-02,male,black,40,Boston,Probable Cause,stopped
2013-02-02,male,black,25,Dorchester,Probable Cause,stopped
2013-02-02,male,black,22,Dorchester,Probable Cause,stopped
2013-02-02,male,white,55,Boston,Probable Cause,stopped
2013-02-03,male,white,33,Boston,Reasonable Suspicion,observed
2013-02-03,male,hispanic,54,Roxbury,Probable Cause,stopped
2013-02-03,male,white,43,Boston,Reasonable Suspicion,observed
2013-02-04,male,black,58,Dorchester,Probable Cause,stopped
2013-02-04,male,white,36,Roxbury,Probable Cause,stopped
2013-02-04,male,black,21,Dorchester,Probable Cause,stopped
2013-02-04,male,black,31,Jamaica Plain,Reasonable Suspicion,observed
2013-02-04,male,white,22,Boston,Probable Cause,stopped
2013-02-04,male,black,19,Dorchester,Reasonable Suspicion,stopped
2013-02-04,male,black,31,Boston,Probable Cause,stopped
2013-02-04,male,white,23,South End,Probable Cause,stopped
2013-02-04,male,black,29,Roxbury,Probable Cause,stopped
2013-02-04,male,black,19,Dorchester,Reasonable Suspicion,stopped
2013-02-04,male,black,32,Dorchester,Probable Cause,stopped
2013-02-04,male,black,53,Roxbury,Probable Cause,stopped
2013-02-05,male,black,31,Boston,Probable Cause,stopped
2013-02-05,male,hispanic,20,Roslindale,Probable Cause,stopped
2013-02-05,male,black,57,Dorchester,Probable Cause,stopped
2013-02-05,female,black,57,Dorchester,Probable Cause,stopped
2013-02-05,male,black,24,Dorchester,Probable Cause,stopped
2013-02-05,male,white,37,Charlestown,Probable Cause,stopped
2013-02-05,male,black,19,Roxbury,Probable Cause,stopped
2013-02-05,male,black,46,Boston,Probable Cause,stopped
2013-02-05,male,black,29,Boston,Probable Cause,stopped
2013-02-05,male,black,49,Boston,Reasonable Suspicion,stopped
2013-02-05,male,white,30,Roxbury,Reasonable Suspicion,stopped
2013-02-05,male,black,51,Dorchester,Reasonable Suspicion,observed
2013-02-05,male,black,58,Boston,Probable Cause,stopped
2013-02-05,female,white,38,South Boston,Consented to be Search,stopped
2013-02-05,male,black,57,Boston,Probable Cause,stopped
2013-02-05,male,white,52,Boston,Reasonable Suspicion,observed
2013-02-05,male,black,52,Hyde Park,Probable Cause,stopped
2013-02-05,male,white,28,Roxbury,Probable Cause,stopped
2013-02-05,male,hispanic,52,Boston,Probable Cause,stopped
2013-02-05,male,black,31,Roxbury,Probable Cause,stopped
2013-02-06,male,black,50,Dorchester,Reasonable Suspicion,stopped
2013-02-06,male,black,33,Dorchester,Consented to be Search,observed
2013-02-06,male,white,29,Boston,Probable Cause,stopped
2013-02-06,male,black,25,Dorchester,Probable Cause,stopped
2013-02-06,male,white,46,Boston,Reasonable Suspicion,observed
2013-02-06,male,hispanic,48,Boston,Reasonable Suspicion,observed
2013-02-06,male,black,28,Dorchester,Probable Cause,stopped
2013-02-06,female,white,28,Dorchester,Probable Cause,stopped
2013-02-06,male,black,21,Mattapan,Reasonable Suspicion,stopped
2013-02-06,female,hispanic,41,Dorchester,Probable Cause,stopped
2013-02-06,male,black,24,Mattapan,Probable Cause,stopped
